[header]
width=23
height=25
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=RPGpack_sheet.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
22,22,22,22,22,22,22,22,22,22,26,27,28,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,26,27,28,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,26,27,28,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,46,47,48,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,11,12,13,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,45,22,31,32,33,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,45,45,22,31,32,33,22,22,22,22,22,22,146,146,22,22,
22,22,22,22,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,146,146,22,22,
22,22,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,22,22,
22,22,146,146,22,22,22,45,22,22,31,32,33,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,31,32,33,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,51,52,53,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,6,7,8,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,26,27,28,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,26,27,28,22,22,22,22,22,22,22,22,22,22,
22,22,146,146,22,22,22,22,22,22,26,27,28,22,22,22,22,22,22,22,22,22,22

[layer2]
type=Tile Layer 2
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

